admissions,mean_length_stay,year,diagnosis_code,description,chapter,category
1.0,1.0,1999,B56,African trypanosomiasis,B,Infectious diseases
13.0,5.4,2000,B56,African trypanosomiasis,B,Infectious diseases
2.0,0.5,2001,B56,African trypanosomiasis,B,Infectious diseases
1.0,22.0,2002,B56,African trypanosomiasis,B,Infectious diseases
11.0,2.0,2003,B56,African trypanosomiasis,B,Infectious diseases
4.0,4.5,2004,B56,African trypanosomiasis,B,Infectious diseases
7.0,15.5,2005,B56,African trypanosomiasis,B,Infectious diseases
7.0,37.9,2006,B56,African trypanosomiasis,B,Infectious diseases
9.0,1.3,2007,B56,African trypanosomiasis,B,Infectious diseases
13.0,7.6,2008,B56,African trypanosomiasis,B,Infectious diseases
9.0,6.3,2010,B56,African trypanosomiasis,B,Infectious diseases
4.0,0.0,2011,B56,African trypanosomiasis,B,Infectious diseases
2.0,73.0,2012,B56,African trypanosomiasis,B,Infectious diseases
1.0,,2013,B56,African trypanosomiasis,B,Infectious diseases
4.0,7.0,2014,B56,African trypanosomiasis,B,Infectious diseases
3.0,1.0,2015,B56,African trypanosomiasis,B,Infectious diseases
3.0,21.0,2016,B56,African trypanosomiasis,B,Infectious diseases
2.0,1.0,2017,B56,African trypanosomiasis,B,Infectious diseases
1.0,,2023,B56,African trypanosomiasis,B,Infectious diseases
6.0,1.5,2000,B57,Chagas' disease,B,Infectious diseases
15.0,1.5,2001,B57,Chagas' disease,B,Infectious diseases
20.0,1.0,2003,B57,Chagas' disease,B,Infectious diseases
12.0,1.3,2004,B57,Chagas' disease,B,Infectious diseases
1.0,1.0,2005,B57,Chagas' disease,B,Infectious diseases
1.0,3.0,2006,B57,Chagas' disease,B,Infectious diseases
0.0,6.0,2008,B57,Chagas' disease,B,Infectious diseases
1.0,0.0,2010,B57,Chagas' disease,B,Infectious diseases
1.0,0.0,2011,B57,Chagas' disease,B,Infectious diseases
1.0,11.0,2012,B57,Chagas' disease,B,Infectious diseases
1.0,17.0,2013,B57,Chagas' disease,B,Infectious diseases
1.0,,2016,B57,Chagas' disease,B,Infectious diseases
2.0,7.0,2017,B57,Chagas' disease,B,Infectious diseases
2.0,0.0,2018,B57,Chagas disease,B,Infectious diseases
1.0,16.0,2019,B57,Chagas disease,B,Infectious diseases
1.0,0.0,2020,B57,Chagas disease,B,Infectious diseases
2.0,44.0,2021,B57,Chagas disease,B,Infectious diseases
1.0,9.0,2022,B57,Chagas disease,B,Infectious diseases
82.0,6.9,1998,B58,Toxoplasmosis,B,Infectious diseases
75.0,11.7,1999,B58,Toxoplasmosis,B,Infectious diseases
82.0,8.3,2000,B58,Toxoplasmosis,B,Infectious diseases
66.0,15.5,2001,B58,Toxoplasmosis,B,Infectious diseases
69.0,9.3,2002,B58,Toxoplasmosis,B,Infectious diseases
80.0,13.0,2003,B58,Toxoplasmosis,B,Infectious diseases
70.0,15.7,2004,B58,Toxoplasmosis,B,Infectious diseases
78.0,21.0,2005,B58,Toxoplasmosis,B,Infectious diseases
73.0,12.7,2006,B58,Toxoplasmosis,B,Infectious diseases
58.0,20.4,2007,B58,Toxoplasmosis,B,Infectious diseases
45.0,6.0,2008,B58,Toxoplasmosis,B,Infectious diseases
58.0,12.5,2009,B58,Toxoplasmosis,B,Infectious diseases
64.0,13.6,2010,B58,Toxoplasmosis,B,Infectious diseases
63.0,18.2,2011,B58,Toxoplasmosis,B,Infectious diseases
50.0,21.5,2012,B58,Toxoplasmosis,B,Infectious diseases
39.0,16.9,2013,B58,Toxoplasmosis,B,Infectious diseases
55.0,37.0,2014,B58,Toxoplasmosis,B,Infectious diseases
44.0,17.0,2015,B58,Toxoplasmosis,B,Infectious diseases
48.0,15.0,2016,B58,Toxoplasmosis,B,Infectious diseases
42.0,17.0,2017,B58,Toxoplasmosis,B,Infectious diseases
55.0,29.0,2018,B58,Toxoplasmosis,B,Infectious diseases
36.0,24.0,2019,B58,Toxoplasmosis,B,Infectious diseases
35.0,11.0,2020,B58,Toxoplasmosis,B,Infectious diseases
35.0,21.0,2021,B58,Toxoplasmosis,B,Infectious diseases
31.0,29.0,2022,B58,Toxoplasmosis,B,Infectious diseases
43.0,22.0,2023,B58,Toxoplasmosis,B,Infectious diseases
119.0,17.5,1998,B59,Pneumocystosis,B,Infectious diseases
125.0,16.0,1999,B59,Pneumocystosis,B,Infectious diseases
114.0,19.2,2000,B59,Pneumocystosis,B,Infectious diseases
116.0,22.3,2001,B59,Pneumocystosis,B,Infectious diseases
109.0,15.9,2002,B59,Pneumocystosis,B,Infectious diseases
109.0,18.0,2003,B59,Pneumocystosis,B,Infectious diseases
95.0,16.0,2004,B59,Pneumocystosis,B,Infectious diseases
134.0,17.0,2005,B59,Pneumocystosis,B,Infectious diseases
139.0,17.1,2006,B59,Pneumocystosis,B,Infectious diseases
157.0,18.1,2007,B59,Pneumocystosis,B,Infectious diseases
177.0,18.3,2008,B59,Pneumocystosis,B,Infectious diseases
200.0,19.9,2009,B59,Pneumocystosis,B,Infectious diseases
221.0,18.6,2010,B59,Pneumocystosis,B,Infectious diseases
254.0,19.6,2011,B59,Pneumocystosis,B,Infectious diseases
300.0,21.0,2012,B59,Pneumocystosis,B,Infectious diseases
293.0,17.1,2013,B59,Pneumocystosis,B,Infectious diseases
329.0,18.0,2014,B59,Pneumocystosis,B,Infectious diseases
362.0,18.0,2015,B59,Pneumocystosis,B,Infectious diseases
387.0,18.0,2016,B59,Pneumocystosis,B,Infectious diseases
361.0,17.0,2017,B59,Pneumocystosis,B,Infectious diseases
396.0,17.0,2018,B59,Pneumocystosis,B,Infectious diseases
416.0,19.0,2019,B59,Pneumocystosis,B,Infectious diseases
214.0,18.0,2020,B59,Pneumocystosis,B,Infectious diseases
371.0,17.0,2021,B59,Pneumocystosis,B,Infectious diseases
396.0,16.9,2022,B59,Pneumocystosis,B,Infectious diseases
412.0,19.0,2023,B59,Pneumocystosis,B,Infectious diseases
48.0,2.9,1998,B60,Other protozoal diseasesnot elsewhere classified,B,Infectious diseases
52.0,5.9,1999,B60,"Other protozoal diseases, not elsewhere classified",B,Infectious diseases
33.0,4.2,2000,B60,"Other protozoal diseases, not elsewhere classified",B,Infectious diseases
19.0,4.4,2001,B60,Other protozoal diseasesnot elsewhere classified,B,Infectious diseases
16.0,4.4,2002,B60,Other protozoal diseasesnot elsewhere classified,B,Infectious diseases
21.0,7.0,2003,B60,Other protozoal diseases NEC,B,Infectious diseases
38.0,4.7,2004,B60,Other protozoal diseases NEC,B,Infectious diseases
46.0,4.1,2005,B60,Other protozoal diseases NEC,B,Infectious diseases
32.0,6.4,2006,B60,Other protozoal diseases NEC,B,Infectious diseases
25.0,4.0,2007,B60,Other protozoal diseases NEC,B,Infectious diseases
24.0,6.7,2008,B60,Other protozoal diseases NEC,B,Infectious diseases
48.0,8.7,2009,B60,Other protozoal diseases NEC,B,Infectious diseases
66.0,2.7,2010,B60,Other protozoal diseases NEC,B,Infectious diseases
75.0,4.3,2011,B60,Other protozoal diseases NEC,B,Infectious diseases
46.0,6.4,2012,B60,"Other protozoal diseases, not elsewhere classified",B,Infectious diseases
40.0,5.2,2013,B60,"Other protozoal diseases, not elsewhere classified",B,Infectious diseases
48.0,8.0,2014,B60,"Other protozoal diseases, not elsewhere classified",B,Infectious diseases
36.0,4.0,2015,B60,"Other protozoal diseases, not elsewhere classified",B,Infectious diseases
56.0,4.0,2016,B60,"Other protozoal diseases, not elsewhere classified",B,Infectious diseases
51.0,3.0,2017,B60,"Other protozoal diseases, not elsewhere classified",B,Infectious diseases
34.0,5.0,2018,B60,"Other protozoal diseases, not elsewhere classified",B,Infectious diseases
25.0,5.0,2019,B60,"Other protozoal diseases, not elsewhere classified",B,Infectious diseases
13.0,10.0,2020,B60,"Other protozoal diseases, not elsewhere classified",B,Infectious diseases
9.0,4.0,2021,B60,"Other protozoal diseases, not elsewhere classified",B,Infectious diseases
19.0,7.2,2022,B60,"Other protozoal diseases, not elsewhere classified",B,Infectious diseases
21.0,7.0,2023,B60,"Other protozoal diseases, not elsewhere classified",B,Infectious diseases
1.0,,2000,B64,Unspecified protozoal disease,B,Infectious diseases
1.0,4.0,2001,B64,Unspecified protozoal disease,B,Infectious diseases
1.0,15.0,2005,B64,Unspecified protozoal disease,B,Infectious diseases
3.0,1.3,2008,B64,Unspecified protozoal disease,B,Infectious diseases
77.0,3.3,1998,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
70.0,3.6,1999,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
72.0,2.8,2000,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
55.0,1.9,2001,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
58.0,2.7,2002,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
60.0,4.0,2003,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
68.0,4.9,2004,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
79.0,3.8,2005,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
67.0,2.7,2006,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
64.0,4.6,2007,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
64.0,2.2,2008,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
70.0,3.2,2009,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
74.0,4.8,2010,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
73.0,2.1,2011,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
59.0,4.2,2012,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
71.0,1.6,2013,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
47.0,2.0,2014,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
64.0,1.0,2015,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
45.0,2.0,2016,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
49.0,4.0,2017,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
59.0,2.0,2018,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
66.0,2.0,2019,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
32.0,6.0,2020,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
38.0,3.0,2021,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
59.0,4.8,2022,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
72.0,2.0,2023,B65,Schistosomiasis [bilharziasis],B,Infectious diseases
0.0,11.0,1998,B66,Other fluke infections,B,Infectious diseases
5.0,4.2,1999,B66,Other fluke infections,B,Infectious diseases
1.0,2.0,2000,B66,Other fluke infections,B,Infectious diseases
1.0,1.0,2002,B66,Other fluke infections,B,Infectious diseases
1.0,0.0,2004,B66,Other fluke infections,B,Infectious diseases
1.0,1.0,2005,B66,Other Fluke Infections,B,Infectious diseases
1.0,0.0,2006,B66,Other Fluke Infections,B,Infectious diseases
2.0,6.5,2007,B66,Other Fluke Infections,B,Infectious diseases
6.0,1.8,2008,B66,Other Fluke Infections,B,Infectious diseases
3.0,2.5,2009,B66,Other fluke infections,B,Infectious diseases
2.0,15.0,2010,B66,Other fluke infections,B,Infectious diseases
3.0,13.3,2011,B66,Other fluke infections,B,Infectious diseases
3.0,1.0,2012,B66,Other fluke infections,B,Infectious diseases
2.0,1.0,2013,B66,Other fluke infections,B,Infectious diseases
4.0,5.0,2015,B66,Other fluke infections,B,Infectious diseases
1.0,,2016,B66,Other fluke infections,B,Infectious diseases
6.0,5.0,2017,B66,Other fluke infections,B,Infectious diseases
2.0,12.0,2018,B66,Other fluke infections,B,Infectious diseases
3.0,4.0,2019,B66,Other fluke infections,B,Infectious diseases
2.0,11.5,2022,B66,Other fluke infections,B,Infectious diseases
3.0,3.0,2023,B66,Other fluke infections,B,Infectious diseases
44.0,10.0,1998,B67,Echinococcosis,B,Infectious diseases
46.0,9.8,1999,B67,Echinococcosis,B,Infectious diseases
46.0,8.6,2000,B67,Echinococcosis,B,Infectious diseases
50.0,8.6,2001,B67,Echinococcosis,B,Infectious diseases
49.0,8.6,2002,B67,Echinococcosis,B,Infectious diseases
43.0,8.0,2003,B67,Echinococcosis,B,Infectious diseases
37.0,9.2,2004,B67,Echinococcosis,B,Infectious diseases
51.0,7.0,2005,B67,Echinococcosis,B,Infectious diseases
59.0,7.2,2006,B67,Echinococcosis,B,Infectious diseases
51.0,10.7,2007,B67,Echinococcosis,B,Infectious diseases
88.0,6.9,2008,B67,Echinococcosis,B,Infectious diseases
52.0,7.1,2009,B67,Echinococcosis,B,Infectious diseases
78.0,8.4,2010,B67,Echinococcosis,B,Infectious diseases
39.0,7.2,2011,B67,Echinococcosis,B,Infectious diseases
60.0,5.7,2012,B67,Echinococcosis,B,Infectious diseases
73.0,7.3,2013,B67,Echinococcosis,B,Infectious diseases
38.0,6.0,2014,B67,Echinococcosis,B,Infectious diseases
48.0,8.0,2015,B67,Echinococcosis,B,Infectious diseases
59.0,6.0,2016,B67,Echinococcosis,B,Infectious diseases
74.0,5.0,2017,B67,Echinococcosis,B,Infectious diseases
85.0,6.0,2018,B67,Echinococcosis,B,Infectious diseases
105.0,9.0,2019,B67,Echinococcosis,B,Infectious diseases
71.0,5.0,2020,B67,Echinococcosis,B,Infectious diseases
104.0,7.0,2021,B67,Echinococcosis,B,Infectious diseases
111.0,6.7,2022,B67,Echinococcosis,B,Infectious diseases
101.0,5.0,2023,B67,Echinococcosis,B,Infectious diseases
3.0,9.8,1998,B68,Taeniasis,B,Infectious diseases
2.0,4.0,1999,B68,Taeniasis,B,Infectious diseases
1.0,8.5,2000,B68,Taeniasis,B,Infectious diseases
3.0,1.7,2001,B68,Taeniasis,B,Infectious diseases
2.0,3.5,2002,B68,Taeniasis,B,Infectious diseases
1.0,6.0,2003,B68,Taeniasis,B,Infectious diseases
1.0,0.0,2004,B68,Taeniasis,B,Infectious diseases
3.0,1.0,2005,B68,Taeniasis,B,Infectious diseases
2.0,1.0,2006,B68,Taeniasis,B,Infectious diseases
1.0,0.0,2007,B68,Taeniasis,B,Infectious diseases
1.0,0.0,2008,B68,Taeniasis,B,Infectious diseases
3.0,3.3,2009,B68,Taeniasis,B,Infectious diseases
1.0,1.0,2011,B68,Taeniasis,B,Infectious diseases
1.0,7.0,2012,B68,Taeniasis,B,Infectious diseases
2.0,9.3,2013,B68,Taeniasis,B,Infectious diseases
2.0,,2014,B68,Taeniasis,B,Infectious diseases
3.0,1.0,2015,B68,Taeniasis,B,Infectious diseases
1.0,0.0,2017,B68,Taeniasis,B,Infectious diseases
1.0,2.0,2018,B68,Taeniasis,B,Infectious diseases
2.0,9.0,2019,B68,Taeniasis,B,Infectious diseases
2.0,0.0,2020,B68,Taeniasis,B,Infectious diseases
1.0,,2021,B68,Taeniasis,B,Infectious diseases
4.0,2.0,2022,B68,Taeniasis,B,Infectious diseases
4.0,0.0,2023,B68,Taeniasis,B,Infectious diseases
16.0,14.6,1998,B69,Cysticercosis,B,Infectious diseases
11.0,10.4,1999,B69,Cysticercosis,B,Infectious diseases
12.0,10.2,2000,B69,Cysticercosis,B,Infectious diseases
13.0,18.1,2001,B69,Cysticercosis,B,Infectious diseases
20.0,8.9,2002,B69,Cysticercosis,B,Infectious diseases
22.0,9.0,2003,B69,Cysticercosis,B,Infectious diseases
26.0,6.8,2004,B69,Cysticercosis,B,Infectious diseases
26.0,9.6,2005,B69,Cysticercosis,B,Infectious diseases
18.0,11.2,2006,B69,Cysticercosis,B,Infectious diseases
33.0,9.9,2007,B69,Cysticercosis,B,Infectious diseases
30.0,9.2,2008,B69,Cysticercosis,B,Infectious diseases
21.0,25.1,2009,B69,Cysticercosis,B,Infectious diseases
15.0,7.4,2010,B69,Cysticercosis,B,Infectious diseases
24.0,6.6,2011,B69,Cysticercosis,B,Infectious diseases
25.0,5.9,2012,B69,Cysticercosis,B,Infectious diseases
23.0,5.5,2013,B69,Cysticercosis,B,Infectious diseases
17.0,8.0,2014,B69,Cysticercosis,B,Infectious diseases
26.0,5.0,2015,B69,Cysticercosis,B,Infectious diseases
24.0,9.0,2016,B69,Cysticercosis,B,Infectious diseases
15.0,8.0,2017,B69,Cysticercosis,B,Infectious diseases
10.0,7.0,2018,B69,Cysticercosis,B,Infectious diseases
12.0,10.0,2019,B69,Cysticercosis,B,Infectious diseases
6.0,12.0,2020,B69,Cysticercosis,B,Infectious diseases
2.0,12.0,2021,B69,Cysticercosis,B,Infectious diseases
17.0,10.2,2022,B69,Cysticercosis,B,Infectious diseases
11.0,18.0,2023,B69,Cysticercosis,B,Infectious diseases
1.0,,2000,B70,Diphyllobothriasis and sparganosis,B,Infectious diseases
1.0,17.0,2006,B70,Diphyllobothriasis and sparganosis,B,Infectious diseases
2.0,4.0,2012,B70,Diphyllobothriasis and sparganosis,B,Infectious diseases
1.0,7.0,2023,B70,Diphyllobothriasis and sparganosis,B,Infectious diseases
4.0,4.0,1998,B71,Other cestode infections,B,Infectious diseases
2.0,3.5,1999,B71,Other cestode infections,B,Infectious diseases
1.0,,2000,B71,Other cestode infections,B,Infectious diseases
3.0,2.5,2001,B71,Other cestode infections,B,Infectious diseases
2.0,7.5,2002,B71,Other cestode infections,B,Infectious diseases
2.0,2.0,2003,B71,Other cestode infections,B,Infectious diseases
5.0,0.6,2004,B71,Other cestode infections,B,Infectious diseases
3.0,0.5,2005,B71,Other cestode infections,B,Infectious diseases
5.0,3.8,2006,B71,Other cestode infections,B,Infectious diseases
2.0,0.0,2007,B71,Other cestode infections,B,Infectious diseases
4.0,0.0,2008,B71,Other cestode infections,B,Infectious diseases
6.0,8.7,2009,B71,Other cestode infections,B,Infectious diseases
4.0,1.5,2010,B71,Other cestode infections,B,Infectious diseases
2.0,0.0,2011,B71,Other cestode infections,B,Infectious diseases
2.0,,2012,B71,Other cestode infections,B,Infectious diseases
6.0,1.7,2013,B71,Other cestode infections,B,Infectious diseases
3.0,1.0,2015,B71,Other cestode infections,B,Infectious diseases
14.0,,2016,B71,Other cestode infections,B,Infectious diseases
4.0,0.0,2017,B71,Other cestode infections,B,Infectious diseases
8.0,3.0,2018,B71,Other cestode infections,B,Infectious diseases
10.0,0.0,2019,B71,Other cestode infections,B,Infectious diseases
8.0,1.0,2020,B71,Other cestode infections,B,Infectious diseases
2.0,1.0,2021,B71,Other cestode infections,B,Infectious diseases
6.0,3.0,2022,B71,Other cestode infections,B,Infectious diseases
5.0,0.0,2023,B71,Other cestode infections,B,Infectious diseases
2.0,1.0,2000,B72,Dracunculiasis,B,Infectious diseases
0.0,3.0,2017,B72,Dracunculiasis,B,Infectious diseases
6.0,2.6,1998,B73,Onchocerciasis,B,Infectious diseases
4.0,3.0,1999,B73,Onchocerciasis,B,Infectious diseases
2.0,1.0,2000,B73,Onchocerciasis,B,Infectious diseases
1.0,1.0,2001,B73,Onchocerciasis,B,Infectious diseases
2.0,2.5,2004,B73,Onchocerciasis,B,Infectious diseases
1.0,3.0,2005,B73,Onchocerciasis,B,Infectious diseases
1.0,3.0,2006,B73,Onchocerciasis,B,Infectious diseases
2.0,0.5,2008,B73,Onchocerciasis,B,Infectious diseases
1.0,1.0,2013,B73,Onchocerciasis,B,Infectious diseases
1.0,3.0,2014,B73,Onchocerciasis,B,Infectious diseases
1.0,1.0,2015,B73,Onchocerciasis,B,Infectious diseases
2.0,1.0,2023,B73,Onchocerciasis,B,Infectious diseases
16.0,3.6,1998,B74,Filariasis,B,Infectious diseases
9.0,4.9,1999,B74,Filariasis,B,Infectious diseases
9.0,7.6,2000,B74,Filariasis,B,Infectious diseases
11.0,4.5,2001,B74,Filariasis,B,Infectious diseases
13.0,10.0,2002,B74,Filariasis,B,Infectious diseases
6.0,4.0,2003,B74,Filariasis,B,Infectious diseases
12.0,4.1,2004,B74,Filariasis,B,Infectious diseases
14.0,4.5,2005,B74,Filariasis,B,Infectious diseases
8.0,3.1,2006,B74,Filariasis,B,Infectious diseases
11.0,5.3,2007,B74,Filariasis,B,Infectious diseases
12.0,5.6,2008,B74,Filariasis,B,Infectious diseases
10.0,2.5,2009,B74,Filariasis,B,Infectious diseases
6.0,2.6,2010,B74,Filariasis,B,Infectious diseases
5.0,3.3,2011,B74,Filariasis,B,Infectious diseases
7.0,2.3,2012,B74,Filariasis,B,Infectious diseases
4.0,2.8,2013,B74,Filariasis,B,Infectious diseases
9.0,10.0,2014,B74,Filariasis,B,Infectious diseases
4.0,3.0,2015,B74,Filariasis,B,Infectious diseases
2.0,6.0,2016,B74,Filariasis,B,Infectious diseases
2.0,5.0,2017,B74,Filariasis,B,Infectious diseases
2.0,24.0,2018,B74,Filariasis,B,Infectious diseases
1.0,,2019,B74,Filariasis,B,Infectious diseases
6.0,5.0,2020,B74,Filariasis,B,Infectious diseases
4.0,3.0,2021,B74,Filariasis,B,Infectious diseases
8.0,0.6,2022,B74,Filariasis,B,Infectious diseases
7.0,3.0,2023,B74,Filariasis,B,Infectious diseases
1.0,,1998,B75,Trichinellosis,B,Infectious diseases
1.0,,2000,B75,Trichinellosis,B,Infectious diseases
2.0,0.0,2003,B75,Trichinellosis,B,Infectious diseases
1.0,0.0,2007,B75,Trichinellosis,B,Infectious diseases
1.0,0.0,2009,B75,Trichinellosis,B,Infectious diseases
2.0,6.0,2011,B75,Trichinellosis,B,Infectious diseases
1.0,,2016,B75,Trichinellosis,B,Infectious diseases
4.0,2.0,2017,B75,Trichinellosis,B,Infectious diseases
14.0,1.5,1998,B76,Hookworm diseases,B,Infectious diseases
22.0,1.4,1999,B76,Hookworm diseases,B,Infectious diseases
16.0,0.4,2000,B76,Hookworm diseases,B,Infectious diseases
22.0,1.5,2001,B76,Hookworm diseases,B,Infectious diseases
9.0,2.7,2002,B76,Hookworm diseases,B,Infectious diseases
15.0,1.0,2003,B76,Hookworm diseases,B,Infectious diseases
22.0,1.4,2004,B76,Hookworm diseases,B,Infectious diseases
10.0,0.3,2005,B76,Hookworm diseases,B,Infectious diseases
10.0,0.4,2006,B76,Hookworm diseases,B,Infectious diseases
6.0,0.0,2007,B76,Hookworm diseases,B,Infectious diseases
11.0,0.2,2008,B76,Hookworm diseases,B,Infectious diseases
9.0,0.7,2009,B76,Hookworm diseases,B,Infectious diseases
26.0,0.3,2010,B76,Hookworm diseases,B,Infectious diseases
18.0,1.1,2011,B76,Hookworm diseases,B,Infectious diseases
12.0,1.7,2012,B76,Hookworm diseases,B,Infectious diseases
22.0,0.4,2013,B76,Hookworm diseases,B,Infectious diseases
7.0,3.0,2014,B76,Hookworm diseases,B,Infectious diseases
19.0,0.0,2015,B76,Hookworm diseases,B,Infectious diseases
26.0,1.0,2016,B76,Hookworm diseases,B,Infectious diseases
23.0,1.0,2017,B76,Hookworm diseases,B,Infectious diseases
18.0,0.0,2018,B76,Hookworm diseases,B,Infectious diseases
22.0,8.0,2019,B76,Hookworm diseases,B,Infectious diseases
10.0,0.0,2020,B76,Hookworm diseases,B,Infectious diseases
11.0,1.0,2021,B76,Hookworm diseases,B,Infectious diseases
9.0,0.1,2022,B76,Hookworm diseases,B,Infectious diseases
19.0,0.0,2023,B76,Hookworm diseases,B,Infectious diseases
10.0,4.8,1998,B77,Ascariasis,B,Infectious diseases
7.0,5.4,1999,B77,Ascariasis,B,Infectious diseases
8.0,3.7,2000,B77,Ascariasis,B,Infectious diseases
7.0,4.2,2001,B77,Ascariasis,B,Infectious diseases
10.0,11.2,2002,B77,Ascariasis,B,Infectious diseases
5.0,2.0,2003,B77,Ascariasis,B,Infectious diseases
4.0,2.0,2004,B77,Ascariasis,B,Infectious diseases
7.0,1.0,2005,B77,Ascariasis,B,Infectious diseases
17.0,2.0,2006,B77,Ascariasis,B,Infectious diseases
9.0,2.5,2007,B77,Ascariasis,B,Infectious diseases
7.0,6.3,2008,B77,Ascariasis,B,Infectious diseases
10.0,3.6,2009,B77,Ascariasis,B,Infectious diseases
6.0,15.0,2010,B77,Ascariasis,B,Infectious diseases
10.0,4.8,2011,B77,Ascariasis,B,Infectious diseases
8.0,2.2,2012,B77,Ascariasis,B,Infectious diseases
8.0,1.8,2013,B77,Ascariasis,B,Infectious diseases
11.0,8.0,2014,B77,Ascariasis,B,Infectious diseases
5.0,2.0,2015,B77,Ascariasis,B,Infectious diseases
4.0,1.0,2016,B77,Ascariasis,B,Infectious diseases
1.0,1.0,2017,B77,Ascariasis,B,Infectious diseases
9.0,0.0,2018,B77,Ascariasis,B,Infectious diseases
4.0,0.0,2019,B77,Ascariasis,B,Infectious diseases
5.0,5.0,2020,B77,Ascariasis,B,Infectious diseases
5.0,0.0,2021,B77,Ascariasis,B,Infectious diseases
9.0,8.5,2022,B77,Ascariasis,B,Infectious diseases
1.0,1.0,2023,B77,Ascariasis,B,Infectious diseases
16.0,5.8,1998,B78,Strongyloidiasis,B,Infectious diseases
10.0,21.0,1999,B78,Strongyloidiasis,B,Infectious diseases
7.0,7.0,2000,B78,Strongyloidiasis,B,Infectious diseases
7.0,17.2,2001,B78,Strongyloidiasis,B,Infectious diseases
6.0,31.6,2002,B78,Strongyloidiasis,B,Infectious diseases
8.0,30.0,2003,B78,Strongyloidiasis,B,Infectious diseases
4.0,16.7,2004,B78,Strongyloidiasis,B,Infectious diseases
9.0,12.0,2005,B78,Strongyloidiasis,B,Infectious diseases
4.0,15.6,2006,B78,Strongyloidiasis,B,Infectious diseases
6.0,12.0,2007,B78,Strongyloidiasis,B,Infectious diseases
7.0,7.7,2008,B78,Strongyloidiasis,B,Infectious diseases
11.0,16.6,2009,B78,Strongyloidiasis,B,Infectious diseases
4.0,30.6,2010,B78,Strongyloidiasis,B,Infectious diseases
7.0,19.6,2011,B78,Strongyloidiasis,B,Infectious diseases
9.0,21.9,2012,B78,Strongyloidiasis,B,Infectious diseases
6.0,18.0,2013,B78,Strongyloidiasis,B,Infectious diseases
13.0,12.0,2014,B78,Strongyloidiasis,B,Infectious diseases
5.0,23.0,2015,B78,Strongyloidiasis,B,Infectious diseases
5.0,21.0,2016,B78,Strongyloidiasis,B,Infectious diseases
5.0,5.0,2017,B78,Strongyloidiasis,B,Infectious diseases
4.0,8.0,2018,B78,Strongyloidiasis,B,Infectious diseases
13.0,22.0,2019,B78,Strongyloidiasis,B,Infectious diseases
1.0,5.0,2020,B78,Strongyloidiasis,B,Infectious diseases
4.0,2.0,2021,B78,Strongyloidiasis,B,Infectious diseases
6.0,3.0,2022,B78,Strongyloidiasis,B,Infectious diseases
12.0,7.0,2023,B78,Strongyloidiasis,B,Infectious diseases
1.0,,1998,B79,Trichuriasis,B,Infectious diseases
3.0,7.0,1999,B79,Trichuriasis,B,Infectious diseases
4.0,,2000,B79,Trichuriasis,B,Infectious diseases
6.0,6.0,2001,B79,Trichuriasis,B,Infectious diseases
4.0,38.0,2002,B79,Trichuriasis,B,Infectious diseases
2.0,0.0,2003,B79,Trichuriasis,B,Infectious diseases
3.0,1.0,2005,B79,Trichuriasis,B,Infectious diseases
2.0,0.0,2006,B79,Trichuriasis,B,Infectious diseases
6.0,0.0,2007,B79,Trichuriasis,B,Infectious diseases
1.0,0.0,2008,B79,Trichuriasis,B,Infectious diseases
6.0,0.0,2009,B79,Trichuriasis,B,Infectious diseases
5.0,1.5,2010,B79,Trichuriasis,B,Infectious diseases
6.0,7.0,2011,B79,Trichuriasis,B,Infectious diseases
5.0,,2012,B79,Trichuriasis,B,Infectious diseases
6.0,,2013,B79,Trichuriasis,B,Infectious diseases
6.0,,2014,B79,Trichuriasis,B,Infectious diseases
3.0,,2015,B79,Trichuriasis,B,Infectious diseases
4.0,,2016,B79,Trichuriasis,B,Infectious diseases
5.0,0.0,2017,B79,Trichuriasis,B,Infectious diseases
7.0,1.0,2018,B79,Trichuriasis,B,Infectious diseases
11.0,,2019,B79,Trichuriasis,B,Infectious diseases
2.0,,2020,B79,Trichuriasis,B,Infectious diseases
